"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","SYMBOL"
"ENSG00000188536",923.139149080574,-2.97579926290527,0.42380620364766,-7.02160383046036,2.19335725553262e-12,1.08382311718527e-09,"HBA2"
"ENSG00000188738",122.679499867245,2.201379972829,0.438441492573712,5.02092071602667,5.14243838748687e-07,1.86311275916505e-05,"FSIP2"
"ENSG00000188916",95.9588707624335,2.71987221337296,0.430687757602094,6.3151834835431,2.69841128285133e-10,4.79028106685649e-08,"FAM196A"
"ENSG00000196616",5087.70980632181,-2.48798527624417,0.398640262847463,-6.24117909834957,4.3428464143509e-10,7.09998000696192e-08,"ADH1B"
"ENSG00000198183",16809.1025385462,2.99391426395806,0.760586288461727,3.9363242663935,8.27391577974472e-05,0.000967047883087246,"BPIFA1"
"ENSG00000198576",125.936165483425,-2.48721456913146,0.443226517151411,-5.611610481062,2.00452244742586e-08,1.41477656215643e-06,"ARC"
"ENSG00000198829",742.07688925723,-2.7517617316994,0.392272892926914,-7.01491686353177,2.300857263079e-12,1.10621486088952e-09,"SUCNR1"
"ENSG00000204305",14774.6190281756,-3.21801545949137,0.549054531584343,-5.86101247576541,4.60053407559669e-09,4.3531330144037e-07,"AGER"
"ENSG00000204949",135.47720658476,2.3981335651408,0.416028745234151,5.76434583574525,8.19751693823841e-09,6.94407756258681e-07,"FAM83A-AS1"
"ENSG00000206384",754.593301082964,-2.01790402076637,0.373293762136794,-5.40567302602529,6.45654874774228e-08,3.56694241222321e-06,"COL6A6"
"ENSG00000211599",208.220586367786,-2.17081581388106,0.443174639918402,-4.89833040600147,9.6654410253663e-07,3.05397034458688e-05,"IGKV5-2"
"ENSG00000213088",1171.16010628436,-2.14320180365255,0.317505841931118,-6.75011770056661,1.47725267774174e-11,4.77797234260869e-09,"DARC"
"ENSG00000230882",144.328087397743,2.5710090039423,0.352626797868868,7.29101990966208,3.07617299263795e-13,2.73610206830182e-10,"AC005077.14"
"ENSG00000240204",129.055091696439,2.0130079265708,0.378606356006887,5.31688888639307,1.05556481924403e-07,5.33450072998067e-06,"SMKR1"
"ENSG00000241244",318.783001458694,-2.00906387709217,0.455962694789578,-4.40620230569375,1.05198717596901e-05,0.000201062652110092,"IGKV1D-16"
"ENSG00000241644",3292.01973747579,-2.45198168778207,0.359824524100869,-6.81438179876454,9.46699748780311e-12,3.30212584922607e-09,"INMT"
"ENSG00000244734",5972.33589573554,-3.6477504257305,0.465769219701656,-7.83166914307268,4.8143509313978e-15,1.71284977437271e-11,"HBB"
"ENSG00000246430",65.6608796949069,-2.27659350873859,0.338233484527869,-6.7308342103279,1.68693093896618e-11,5.26470429355603e-09,"LINC00968"
"ENSG00000250208",310.622288689857,2.68225765012189,0.435501920631605,6.15900303317108,7.32043248475978e-10,1.04178538777113e-07,"FZD10-AS1"
"ENSG00000261143",162.714174239196,-2.8197508210182,0.502224431394272,-5.61452339781644,1.97104758292801e-08,1.40251861810826e-06,"ADAMTS7P3"
"ENSG00000266524",426.509135572376,-2.44356497306676,0.415874348179683,-5.87572901229048,4.20986517238314e-09,4.02630599739375e-07,"GDF10"
"ENSG00000268388",636.677553443244,-2.62185085258415,0.417374582769101,-6.28176932861915,3.34741271766968e-10,5.7256850802525e-08,"FENDRR"
"ENSG00000272899",113.186350319893,2.10728777556301,0.326896471362923,6.44634604582037,1.14578889733604e-10,2.39793396408362e-08,"RP11-309L24.9"
"ENSG00000276644",293.144624476506,-2.00434640860144,0.316880182583602,-6.32525010639513,2.52822746618311e-10,4.71917956684909e-08,NA
"ENSG00000277494",518.262994997455,-2.27679682955825,0.443239607018187,-5.13671791398558,2.79578123641045e-07,1.14069156914004e-05,NA
