"Genes"	"regulator"
"SMG9"	0
"AVL9"	0
"CFAP69"	0
"GTPBP10"	0
"RASA4"	0
"CDK6"	0
"PMPCB"	0
"DNAJC2"	1
"TFPI2"	0
"BET1"	0
"NAMPT"	0
"POLR1F"	0
"PIK3CG"	0
"PON3"	0
"PON2"	0
"ITGB8"	0
"HBP1"	1
"DUS4L"	0
"SP4"	1
"WDR91"	0
"DNAH11"	0
"CBLL1"	0
"DLX5"	1
"MTPN"	0
"STEAP1B"	0
"PTN"	0
"MPP6"	0
"GSDME"	0
"ATP6V0A4"	0
"ZC3HAV1"	0
"TTC26"	0
"OGDH"	0
"ADAP1"	0
"TFEC"	1
"H2AZ2"	0
"CAV2"	0
"CAV1"	0
"MET"	0
"RNF32"	0
"LMBR1"	0
"WNT2"	0
"HOXA1"	1
"DNAJB6"	0
"HOXA2"	1
"HOXA3"	1
"LFNG"	0
"HOXA5"	1
"HOXA6"	1
"BRAT1"	0
"IQCE"	0
"TSPAN12"	0
"SSBP1"	0
"HOXA13"	1
"CPED1"	0
"HIBADH"	0
"TAX1BP1"	1
"CPVL"	0
"CHN2"	0
"GRB10"	0
"ABHD11"	0
"COBL"	0
"FKBP14"	0
"PLEKHA8"	0
"STX1A"	0
"NOD1"	0
"GARS1"	0
"EPHB6"	0
"MINDY4"	0
"NSUN5P2"	0
"CASP2"	0
"CHCHD2"	0
"CCL24"	0
"HSPB1"	0
"NPTX2"	0
"PDAP1"	0
"BUD31"	0
"PTCD1"	0
"CYP3A5"	0
"ZKSCAN1"	1
"EIF3B"	0
"SNX8"	0
"NUDT1"	0
"PTPRZ1"	0
"TAF6"	0
"WASL"	0
"AIMP2"	0
"TFR2"	0
"MOSPD3"	0
"PCOLCE"	0
"FBXO24"	0
"RBM28"	0
"USP42"	0
"IMPDH1"	0
"AGFG2"	0
"LSM5"	0
"SERPINE1"	0
"AP1S1"	0
"C1GALT1"	0
"PLOD3"	0
"RPA3"	0
"ZNHIT1"	0
"CLDN15"	0
"GLCCI1"	0
"PHF14"	0
"NRF1"	1
"TMEM106B"	0
"EZH2"	1
"CEP41"	0
"ZNF862"	0
"SFRP4"	0
"MEST"	0
"MEOX2"	1
"ANKMY2"	0
"ACTR3C"	0
"POU6F2"	1
"TSPAN13"	0
"RARRES2"	0
"AGR2"	0
"AHR"	1
"CHCHD3"	1
"GIMAP2"	0
"TMEM176B"	0
"GLI3"	1
"PSMA2"	0
"MRPL32"	0
"COA1"	0
"BLVRA"	0
"URGCP"	0
"TMEM248"	0
"STAG3L4"	0
"RHEB"	0
"PRKAG2"	0
"AEBP1"	1
"POLD2"	0
"BCL7B"	0
"YKT6"	0
"TBL2"	0
"CLIP2"	0
"EIF4H"	0
"LIMK1"	0
"SPATA6L"	0
"SLC1A1"	0
"LHX2"	1
"FKTN"	0
"FSD1L"	0
"CNTNAP3"	0
"SPIN1"	0
"NMRK1"	0
"TMEM245"	0
"PRUNE2"	0
"MEGF9"	0
"TRIM14"	0
"CORO2A"	0
"TGFBR1"	0
"SEC61B"	0
"C5"	0
"OGN"	0
"ASPN"	0
"ECM2"	0
"TLE4"	1
"LHX6"	1
"PTGR1"	0
"SUSD1"	0
"AKNA"	1
"TNFSF8"	0
"DNM1"	0
"ENG"	0
"AK1"	0
"CDC37L1"	0
"PLGRKT"	0
"TBC1D13"	0
"RIC1"	0
"KDM4C"	0
"DOCK8"	0
"KANK1"	0
"NCS1"	0
"TESK1"	0
"CA9"	0
"FUBP3"	1
"TYRP1"	0
"CREB3"	1
"RGP1"	0
"MPDZ"	0
"DDX58"	0
"EDF1"	0
"PIP5K1B"	0
"GLIS3"	1
"BAG1"	0
"RAPGEF1"	0
"NPDC1"	0
"APBA1"	0
"SETX"	0
"PTGDS"	0
"ABCA2"	0
"SHB"	0
"UBE2R2"	0
"ABHD17B"	0
"EXOSC3"	0
"ZFAND5"	0
"DVL1"	0
"PDLIM1"	0
"CCNJ"	0
"GATA3"	1
"ATRNL1"	0
"HPS1"	0
"PHYH"	0
"RASSF4"	0
"DNMBP"	0
"RAB11FIP2"	0
"CXCL12"	0
"ERLIN1"	0
"EIF3A"	0
"PKD2L1"	0
"CUBN"	0
"TRDMT1"	0
"DDX50"	0
"MAPK8"	0
"SEC23IP"	0
"ATE1"	0
"NSMCE4A"	0
"PLEKHA1"	0
"PALD1"	0
"UNC5B"	0
"CDH23"	0
"VSIR"	0
"SPOCK2"	0
"MICU1"	0
"PPP3CB"	0
"CCSER2"	0
"BMPR1A"	1
"MINPP1"	0
"ACTA2"	0
"LIPA"	0
"TWNK"	0
"LZTS2"	0
"SFXN3"	0
"KAZALD1"	0
"FBXW4"	0
"NPM3"	0
"TNKS2"	0
"GBF1"	0
"ARHGAP21"	0
"CPEB3"	0
"FBXL15"	0
"CUEDC2"	0
"SUFU"	0
"ANKRD26"	0
"ACBD5"	0
"LHPP"	0
"LARP4B"	0
"GTPBP4"	0
"EDRF1"	0
"BCCIP"	0
"MTPAP"	0
"NEURL1"	0
"SH3PXD2A"	0
"PITRM1"	0
"STN1"	0
"MAP3K8"	0
"DKK1"	0
"GLRX3"	0
"TASOR2"	0
"XPNPEP1"	0
"SMC3"	0
"SHOC2"	0
"TFAM"	1
"CCDC6"	0
"CUL2"	0
"CCNY"	0
"UBE2S"	0
"RPL28"	0
"ZMIZ1"	0
"DNAJC12"	0
"PPIF"	0
"PBLD"	0
"TSPAN14"	0
"TBC1D12"	0
"CYP2C18"	0
"KRT23"	0
"NUFIP2"	0
"GIT1"	0
"RPL19"	0
"FBXL20"	0
"RUNDC3A"	0
"UBTF"	1
"CSF3"	0
"PSMD3"	0
"CASC3"	0
"RAPGEFL1"	0
"RGS9"	0
"RNF43"	0
"WNT3"	0
"RAD51C"	0
"SEPTIN4"	0
"MTMR4"	0
"TRIM37"	0
"P2RX1"	0
"DHX40"	0
"TUBD1"	0
"KPNB1"	0
"GOSR2"	0
"PNPO"	0
"RPS6KB1"	0
"TRIM16L"	0
"CDK5RAP3"	0
"CBX1"	0
"RECQL5"	0
"PIGL"	0
"GALK1"	0
"INTS2"	0
"CAMTA2"	1
"MED13"	0
"HOXB6"	1
"ENO3"	0
"PFN1"	0
"RNF167"	0
"SLC25A11"	0
"RASD1"	0
"CHRNE"	0
"RAI1"	1
"NUP88"	0
"C1QBP"	0
"BLMH"	0
"CPD"	0
"GOSR1"	0
"CCDC47"	0
"MED31"	0
"DRG2"	0
"FTSJ3"	0
"AKAP10"	0
"ALDH3A1"	0
"SMARCD2"	1
"ICAM2"	0
"SYNGR2"	0
"B9D1"	0
"UTP6"	0
"DDX5"	0
"C17orf75"	0
"CYTH1"	0
"PSMD11"	0
"LGALS3BP"	0
"CCL2"	0
"CCL8"	0
"PEX12"	0
"DHX58"	0
"KAT2A"	0
"RAB5C"	0
"NAGLU"	0
"HSD17B1P1"	0
"HSD17B1"	0
"MLX"	1
"CNTNAP1"	0
"ABI3"	0
"EZH1"	1
"DLX4"	1
"PPP1R9B"	0
"COL1A1"	0
"SGCA"	0
"MRPL27"	0
"VAT1"	0
"LRRC59"	0
"RND2"	0
"ALOX12"	0
"HDAC5"	1
"ABCC3"	0
"LUC7L3"	0
"MPP2"	0
"SMURF2"	0
"DUSP3"	0
"EFTUD2"	0
"HLF"	1
"SLC16A6"	0
"PRKAR1A"	0
"EFNB3"	0
"FAM20A"	0
"YWHAE"	0
""	0
"MMD"	0
"RANGRF"	0
"DPH1"	0
"MAP2K6"	0
"DHRS7B"	0
"WSB1"	0
"SLC9A3R1"	0
"MYH3"	0
"NAT9"	0
"TMEM104"	0
"TNFAIP1"	0
"IFT20"	0
"TMEM97"	0
"CDR2L"	0
"PMP22"	0
"FOXN1"	1
"UNC119"	0
"ALDOC"	0
"SUPT6H"	0
"RAB34"	0
"PHF12"	0
"TMEM33"	0
"SLAIN2"	0
"OCIAD1"	0
"DCUN1D4"	0
"USP46"	0
"CHIC2"	0
"NMU"	0
"CRACD"	0
"LAMTOR3"	0
"NFKB1"	1
"AREG"	0
"MANBA"	0
"UBE2D3"	0
"MAPK10"	0
"ELF2"	1
"NDUFC1"	0
"TBC1D9"	0
"ZNF330"	0
"INPP4B"	0
"GAB1"	0
"KLHL2"	0
"CPE"	0
"RPL34"	0
"WFS1"	0
"GRPEL1"	0
"GAR1"	0
"FRG1"	0
"CLCN3"	0
"AADAT"	0
"GALNT7"	0
"DHX15"	0
"SOD3"	0
"SEPSECS"	0
"CPZ"	0
"TRIM2"	0
"SLC2A9"	0
"FBXW7"	0
"NEIL3"	0
"TBC1D19"	0
"CLNK"	0
"NSD2"	0
"SH3D19"	0
"STIM2"	0
"MFSD10"	0
"GLRB"	0
"BST1"	0
"RAPGEF2"	0
"SNX25"	0
"LRP2BP"	0
"UFSP2"	0
"KLF3"	1
"KLHL5"	0
"FAM149A"	0
"NCAPG"	0
"UGDH"	0
"PPARGC1A"	0
"CRYAB"	0
"HTATIP2"	1
"CTSC"	0
"CCDC34"	0
"ELP4"	0
"ZPR1"	0
"MTCH2"	0
"FNBP4"	0
"TECTA"	0
"SC5D"	0
"CRTAM"	0
"JHY"	0
"B3GAT1"	0
"HSPA8"	0
"VWA5A"	0
"DNAJC4"	0
"SIAE"	0
"SNX15"	0
"LPXN"	0
"DTX4"	0
"ATG2A"	0
"EHD1"	0
"OSBP"	0
"UNC93B1"	0
"PUS3"	0
"DCPS"	0
"KMT5B"	0
"FOXRED1"	0
"PPP6R3"	0
"NRXN2"	0
"MS4A6A"	0
"MS4A4A"	0
"ST3GAL4"	0
"CPT1A"	0
"CCND1"	0
"CCDC86"	0
"PRPF19"	0
"TMEM109"	0
"HPX"	0
"TRIM3"	0
"CHORDC1"	0
"FOLR1"	0
"ANAPC15"	0
"PANX1"	0
"ARHGEF17"	0
"CEP164"	0
"RNF141"	1
"CEP126"	0
"EIF4G2"	0
"IL10RA"	0
"GALNT18"	0
"BIRC2"	0
"UBE4A"	0
"DDX6"	0
"CBL"	0
"NECTIN1"	0
"HIPK3"	0
"KIAA1549L"	0
"FBXO3"	0
"PDHX"	0
"SLC1A2"	0
"COMMD9"	0
"SLC15A3"	0
"CD5"	0
"ACCS"	0
"MDK"	0
"AMBRA1"	0
"MADD"	0
"PTPMT1"	0
"NAA40"	0
"CARS1"	0
"SLC22A18"	0
"CD81"	0
"SLC35F2"	0
"C11orf21"	0
"SOX6"	1
"C11orf58"	0
"PITPNM1"	0
"RPS13"	0
"AIP"	0
"NUP98"	0
"NDUFS8"	0
"TCIRG1"	0
"CHKA"	0
"EXPH5"	0
"HPS5"	0
"GTF2H1"	0
"POU2AF1"	1
"VWF"	0
"PSMD9"	0
"P3H3"	0
"PPFIBP1"	0
"PRPF40B"	0
"CD69"	0
"PRDM4"	1
"CLEC2B"	0
"COQ5"	0
"SELPLG"	0
"CORO1C"	0
"ASIC1"	0
"CAPRIN2"	0
"TSPAN11"	0
"KCTD10"	0
"SLC11A2"	0
"MLEC"	0
"MVK"	0
"CSRNP2"	1
"CAMKK2"	0
"BIN2"	0
"IL23A"	0
"ATP5F1B"	0
"PTGES3"	0
"BCL7A"	0
"RSRC2"	0
"CYP27B1"	0
"LIN7A"	0
"KRT18"	0
"ACSS3"	0
"TNS2"	0
"GLI1"	1
"PPM1H"	0
"METAP2"	0
"LTA4H"	0
"ELK3"	1
"SLC6A12"	0
"WNT5B"	0
"MAGOHB"	0
"TRPV4"	0
"ITFG2"	0
"FOXM1"	1
"PRR4"	0
"PARP11"	0
"ARPC3"	0
"GPN3"	0
"VPS29"	0
"RAD51AP1"	0
"SH2B3"	0
"AKAP3"	0
"MANSC1"	0
"DUSP16"	0
"CREBL2"	1
"ACAD10"	0
"ALDH2"	0
"CDKN1B"	0
"GPRC5D"	0
"NAA25"	0
"SCNN1A"	0
"LTBR"	0
"OGFOD2"	0
"CDK2AP1"	0
"OAS3"	0
"OAS2"	0
"MGP"	0
"RASAL1"	0
"ARHGDIB"	0
"GTF2H3"	0
"EIF2B1"	0
"DDX55"	0
"SLC38A1"	0
"SPRING1"	0
"VDR"	1
"FZD10"	0
"RFC5"	0
"STX2"	0
"ADGRD1"	0
"COPZ1"	0
"TBC1D30"	0
"CAND1"	0
"RAB5B"	0
"MDM1"	0
"NUP107"	0
"CNOT2"	0
"TIMELESS"	0
"CPSF6"	0
"KRR1"	0
"MRPL51"	0
"GAPDH"	0
"NOP2"	0
"CHD4"	0
"ACRBP"	0
"UHRF1BP1L"	0
"COPS7A"	0
"ING4"	0
"GNB3"	0
"CDCA3"	0
"CHPT1"	0
"USP5"	0
"TPI1"	0
"GNPTAB"	0
"SPSB2"	0
"ENO2"	0
"ATN1"	0
"C12orf57"	0
"PTPN6"	0
"LPCAT3"	0
"NT5DC3"	0
"SUDS3"	0
"GOLT1B"	0
"LDHB"	0
"PRKAB1"	0
"CMAS"	0
"HCFC2"	0
"ST8SIA1"	0
"CLEC4A"	0
"C2CD5"	0
"RAB35"	0
"PHC1"	0
"COX6A1"	0
"RIC8B"	0
"SRSF9"	0
"FGFR1OP2"	0
"KLRB1"	0
"COL12A1"	0
"BTN3A3"	0
"TDP2"	0
"FRK"	0
"DSE"	0
"RWDD1"	0
"RSPH4A"	0
"MAK"	0
"TMEM14C"	0
"PAK1IP1"	0
"GCNT2"	0
"SMIM8"	0
"NEDD9"	0
"CEP85L"	0
"ADTRP"	0
"ASF1A"	0
"MCM9"	0
"FAM184A"	0
"RNGTT"	0
"MAN1A1"	0
"GABRR2"	0
"SERINC1"	0
"HDDC2"	0
"TPD52L1"	0
"HINT3"	0
"NCOA7"	1
"RIPOR2"	0
"SASH1"	0
"UST"	0
"ULBP1"	0
"FBXO5"	0
"MTRF1L"	0
"PPARD"	1
"FANCE"	0
"MAPK14"	0
"KCTD20"	0
"STK38"	0
"SRSF3"	0
"SOD2"	0
"MRPL18"	0
"MCM3"	0
"RNF8"	0
"PHACTR1"	0
"MDGA1"	0
"CILK1"	0
"FBXO9"	0
"CD83"	0
"MDN1"	0
"SAYSD1"	0
"BMP5"	0
"BACH2"	1
"CAP2"	0
"TREML2"	0
"ZNF451"	1
"BAG2"	0
"RAB23"	0
"FHL5"	0
"GPR63"	0
"FBXL4"	0
"CCNC"	0
"E2F3"	1
"PTP4A1"	0
"ASCC3"	0
"BVES"	0
"MED23"	0
"WASF1"	0
"GPLD1"	0
"ALDH5A1"	0
"CRYBG1"	0
"VNN1"	0
"VNN2"	0
"ACOT13"	0
"SMAP1"	0
"RPS12"	0
"C6orf62"	0
"B3GAT2"	0
"GMNN"	0
"EYA4"	0
"SOBP"	0
"SNX3"	0
"HBS1L"	0
"TRIM38"	0
"PEX7"	0
"ZBTB24"	1
"FIG4"	0
"PERP"	0
"ARFGEF3"	0
"SLC16A10"	0
"HECA"	0
"ADGRG6"	0
"PHACTR2"	0
"EPM2A"	0
"SLC39A7"	0
"PHF1"	0
"CUTA"	0
"PACRG"	0
"QKI"	0
"PDE10A"	0
"MDFI"	0
"TFEB"	1
"SMOC2"	0
"CCND3"	0
"BYSL"	0
"FAM120B"	0
"TBP"	1
"GUCA1B"	0
"PRPH2"	0
"BICRAL"	0
"PPP2R5D"	0
"MRPL2"	0
"PTK7"	0
"SRF"	1
"CUL9"	0
"DNPH1"	0
"DUSP22"	0
"EXOC2"	0
"COX7A2"	0
"TMEM30A"	0
"GMDS"	0
"SENP6"	0
"VEGFA"	0
"PRPF4B"	0
"TTK"	0
"SLC29A1"	0
"BTN2A1"	0
"LAMA4"	0
"TENT5A"	0
"CLIC5"	0
"FBRSL1"	0
"ENPP5"	0
"LY86"	0
"PRSS16"	0
"TBX18"	1
"ERBIN"	0
"PCDHB2"	0
"HARS2"	0
"NUDT12"	0
"CEP72"	0
"MAN2A1"	0
"SEMA5A"	0
"C7"	0
"TENT4A"	0
"GHR"	0
"HMGCS1"	0
"DAP"	0
"BRD8"	0
"KIF20A"	0
"NNT"	0
"MRPS30"	0
"HSPA9"	0
"MRPS27"	0
"PFDN1"	0
"HBEGF"	0
"LOX"	0
"GZMK"	0
"APBB3"	0
"TMCO6"	0
"SPARC"	0
"IK"	0
"HMGCR"	0
"CERT1"	0
"FAF2"	0
"PCDHB3"	0
"PCDHB5"	0
"PCDHB6"	0
"PCDHB7"	0
"PDE8B"	0
"CLK4"	0
"PCDHB15"	0
"ITK"	0
"RNF130"	0
"THG1L"	0
"ARSB"	0
"CLINT1"	0
"THBS4"	0
"CNOT6"	0
"TTC1"	0
"MSH3"	0
"RASGRF2"	0
"CCNG1"	0
"POLR3G"	0
"DROSHA"	0
"CDH6"	0
"LMNB1"	0
"ARRDC3"	0
"GOLPH3"	0
"SUB1"	1
"NPR3"	0
"FAM172A"	0
"TARS1"	0
"LNPEP"	0
"PDE4D"	0
"RAD1"	0
"BRIX1"	0
"PRLR"	0
"SLC12A7"	0
"RAD50"	0
"ST8SIA4"	0
"GNPDA1"	0
"PCDH12"	0
"SKP1"	0
"NUP155"	0
"PPP2CA"	0
"FGF1"	0
"NR3C1"	1
"C5orf15"	0
"PPWD1"	0
"LIFR"	0
"TRIM23"	0
"TRAPPC13"	0
"SEC24A"	0
"TXNDC15"	0
"TTC33"	0
"RARS1"	0
"WWC1"	0
"MACROH2A1"	0
"TCERG1"	0
"DPYSL3"	0
"SMAD5"	1
"CSNK1A1"	0
"HMGXB3"	1
"ERGIC1"	0
"PDGFRB"	0
"CDX1"	1
"ATP6V0E1"	0
"BNIP1"	0
"STC2"	0
"CPEB4"	0
"HRH2"	0
"DBN1"	0
"ZNF346"	1
"UNC5A"	0
"EHHADH"	0
"CNTN3"	0
"SMC4"	0
"SELENOK"	0
"ACTR8"	0
"TBCCD1"	0
"TIMMDC1"	0
"CRBN"	0
"BCL6"	1
"CLDN16"	0
"ARL6"	0
"NPHP3"	0
"CD86"	0
"AMOTL2"	0
"NIT2"	0
"FAM162A"	0
"OGG1"	0
"KPNA1"	0
"PCCB"	0
"UBE3A"	0
"ARMC8"	0
"CEP70"	0
"RBP1"	0
"SLC25A36"	0
"RNF7"	0
"TFDP2"	1
"XRN1"	0
"KAT2B"	0
"BCHE"	0
"PDCD10"	0
"WNT5A"	0
"PFKFB4"	0
"COL7A1"	0
"FGF12"	0
"PRKAR2A"	0
"HES1"	1
"USP4"	0
"ACAP2"	0
"ECT2"	0
"GNAI2"	0
"TFG"	0
"HYAL1"	0
"TUSC2"	0
"NPRL2"	0
"RPL24"	0
"CYB561D2"	0
"C3orf14"	0
"FXR1"	0
"CBLB"	0
"BBX"	1
"IFT57"	0
"GNB4"	0
"IQCG"	0
"GBE1"	0
"UMPS"	0
"NCBP2"	0
"SNX4"	0
"C3orf52"	0
"FRMD4B"	0
"SLC41A3"	0
"PLXNA1"	0
"ATP6V1A"	0
"ABTB1"	0
"PODXL2"	0
"UPK1B"	0
"CSPG5"	0
"KLHL18"	0
"SCAP"	0
"EFCC1"	0
"CFAP92"	0
"NEK11"	0
"MRPL3"	0
"PLSCR4"	0
"HEMK1"	0
"CISH"	0
"MAPKAPK3"	0
"ACVR2B"	0
"WDR48"	0
"COMMD2"	0
"GORASP1"	0
"RRP9"	0
"ABCC5"	0
"AADAC"	0
"ABHD14B"	0
"EIF1B"	0
"ARHGEF26"	0
"KLHL24"	0
"PLCH1"	0
"VIPR1"	0
"DNAH1"	0
"SSR3"	0
"ZBTB47"	1
"TNNC1"	0
"NKTR"	0
"CLCN2"	0
"FOXP1"	1
"EIF4G1"	0
"SPCS1"	0
"NEK4"	0
"SLC4A3"	0
"INO80D"	0
"EEF1B2"	0
"ADAM23"	0
"DGUOK"	0
"MOB1A"	0
"KANSL3"	0
"LMAN2L"	0
"RTKN"	0
"TTL"	0
"IL1A"	0
"CCL20"	0
"PIKFYVE"	0
"KCNIP3"	1
"FAHD2A"	0
"NCL"	0
"ACTR1B"	0
"SLC35F5"	0
"ZAP70"	0
"ACTR3"	0
"STEAP3"	0
"EPB41L5"	0
"TFCP2L1"	1
"SF3B6"	0
"TP53I3"	0
"DNAJC27"	0
"POMC"	0
"STAM2"	0
"OTOF"	0
"GPD2"	0
"CENPA"	0
"CYTIP"	0
"ACVR1"	0
"TANC1"	0
"SLC30A3"	0
"MPV17"	0
"GTF3C2"	0
"EIF2B4"	0
"NRBP1"	0
"ITGB6"	0
"FNDC4"	0
"ITGA4"	0
"PSMD14"	0
"SNX17"	0
"ASB3"	0
"PPM1G"	0
"PDE1A"	0
"REEP6"	0
"PCSK4"	0
"APC2"	0
"IFIH1"	0
"RPS15"	0
"GCA"	0
"INO80B"	0
"MOGS"	0
"TTC31"	0
"NDUFS7"	0
"PCGF1"	0
"GRB14"	0
"CLIP4"	0
"SPTBN1"	0
"AUP1"	0
"RTN4"	0
"HTRA2"	0
"LOXL3"	0
"DOK1"	0
"GALNT3"	0
"POLE4"	0
"TACR1"	0
"CCDC88A"	0
"ACADL"	0
"EVA1A"	0
"MRPL19"	0
"LANCL1"	0
"WDR75"	0
"EFEMP1"	0
"FANCL"	0
"FN1"	0
"STAT1"	1
"GLS"	0
"PAPOLG"	0
"DNAH6"	0
"PECR"	0
"UNC50"	0
"IGFBP2"	0
"ELMOD3"	0
"IGFBP5"	0
"USP34"	0
"EFHD1"	0
"CCT4"	0
"GGCX"	0
"EHBP1"	0
"OTX1"	1
"TXNDC9"	0
"COQ10B"	0
"GNLY"	0
"SF3B1"	0
"ST3GAL5"	0
"CHST10"	0
"PDCL3"	0
"MOB4"	0
"HSPE1"	0
"KDM3A"	0
"PLCD4"	0
"CHMP3"	0
"ZNF142"	1
"IL1R2"	0
"IL1R1"	0
"IL1RL2"	0
"IL1RL1"	0
"IL18R1"	0
"IL18RAP"	0
"SLC9A2"	0
"FHL2"	0
"MLPH"	0
"CNPPD1"	0
"UXS1"	0
"ABCB6"	0
"STK16"	1
"HDLBP"	0
"PPP1R7"	0
"PASK"	0
"STK25"	0
"PROC"	0
"ID2"	1
"TAF1B"	0
"HPCAL1"	0
"ODC1"	0
"BIRC6"	0
"NOL10"	0
"PLEKHB2"	0
"GORASP2"	0
"STRN"	0
"CEBPZ"	1
"PRKD3"	0
"DCAF17"	0
"QPCT"	0
"RAB3GAP1"	0
"SLC25A12"	0
"RMDN2"	0
"DARS1"	0
"SRSF7"	0
"SDC1"	0
"PLCL1"	0
"SLC1A4"	0
"SOS1"	0
"KYNU"	0
"WIPF1"	0
"ORC2"	0
"COX7A2L"	0
"PNO1"	0
"ORC4"	0
"PLEK"	1
"RND3"	0
"ATF2"	1
"THADA"	0
"AAK1"	0
"TRAK2"	0
"C2orf42"	0
"TIA1"	0
"PCYOX1"	0
"EPAS1"	1
"ARID3A"	1
"SUMO1"	0
"CD207"	0
"GRIN3B"	0
"VAX2"	1
"ATP6V1B1"	0
"NFE2L2"	1
"MSH6"	0
"PLEKHA3"	0
"SPR"	0
"EPHA4"	0
"PARD3B"	0
"FARSB"	0
"ALMS1"	0
"BCL9"	0
"PRRX1"	1
"DHCR24"	0
"DNAJC16"	0
"MARK1"	0
"MORN1"	0
"GPX7"	0
"CACYBP"	0
"SCP2"	0
"RALGPS2"	0
"ANGPTL1"	0
"CEP104"	0
"FAM20B"	0
"TCEANC2"	0
"TMEM59"	0
"LRRC42"	0
"WRAP73"	0
"MRPL37"	0
"ICMT"	0
"RPL22"	0
"QSOX1"	0
"STXBP3"	0
"PHF13"	0
"ERRFI1"	0
"PARK7"	0
"ELAPOR1"	0
"AMPD2"	0
"SRSF4"	0
"MECR"	0
"KCNC4"	0
"EDEM3"	0
"WDR77"	0
"ATP5PB"	0
"RAP1A"	0
"HDAC1"	0
"CAPZA1"	0
"S100PBP"	0
"RNF19B"	0
"SCAMP3"	0
"TRIM62"	0
"ASH1L"	1
"DLGAP3"	0
"SFPQ"	1
"RHOU"	0
"GON4L"	1
"ARHGEF2"	0
"LAMTOR2"	0
"MEF2D"	1
"DOCK7"	0
"SRM"	0
"FBXO2"	0
"FBXO6"	0
"C1orf21"	0
"SWT1"	0
"MAD2L2"	0
"DNAJC6"	0
"LEPR"	0
"IVNS1ABP"	0
"KIAA2013"	0
"MFN2"	0
"PRG4"	0
"MIIP"	0
"SMG7"	0
"NCF2"	0
"SLC35D1"	0
"PLA2G4A"	0
"GADD45A"	0
"WLS"	0
"PRDM2"	1
"RGS2"	0
"RO60"	0
"UCHL5"	0
"BCAS2"	0
"SRSF11"	0
"CTH"	0
"AGMAT"	0
"OLFML3"	0
"CFHR3"	0
"PLEKHM2"	0
"CRYZ"	0
"PHTF1"	1
"ZBTB17"	1
"CD58"	0
"TFAP2E"	1
"CD2"	0
"TTF2"	1
"NR5A2"	1
"KIF21B"	0
"TMEM9"	0
"ADPRS"	0
"MAP7D1"	0
"WARS2"	0
"OSCP1"	0
"MRPS15"	0
"EXOC8"	0
"GNPAT"	0
"TSNAX"	0
"C1orf109"	0
"RRAGC"	0
"NID1"	0
"LGALS8"	0
"MTR"	0
"BMP8B"	0
"MYCL"	0
"SIPA1L2"	0
"RLF"	1
"KMO"	0
"ZNF684"	1
"KCNQ4"	0
"RIMS3"	0
"AKT3"	0
"ETV3"	1
"ACADM"	0
"ST6GALNAC5"	0
"SLAMF1"	0
"CD48"	0
"ADGRL2"	0
"PADI2"	0
"SDHB"	0
"MFAP2"	0
"RPF1"	0
"KDM5B"	1
"UAP1"	0
"CTBS"	0
"RGS4"	0
"KLHL12"	0
"IGSF21"	0
"SSX2IP"	0
"ZNHIT6"	0
"PLA2G2D"	0
"RBBP5"	0
"GBP3"	0
"GBP1"	0
"PINK1-AS"	0
"KIF17"	0
"GPR89A"	0
"CDK18"	0
"RAB29"	0
"CD160"	0
"ECE1"	0
"HMGCL"	0
"GALE"	0
"ID3"	1
"CR2"	0
"CD46"	0
"PRPF3"	0
"APH1A"	0
"P3H1"	0
"SLC2A1"	0
"EBNA1BP2"	0
"CDC20"	0
"ARTN"	0
"IPO13"	0
"ATP6V0B"	0
"B4GALT2"	0
"ERI3"	0
"PTCH2"	0
"AKR1A1"	0
"PRDX1"	0
"PIK3R3"	0
"TSPAN1"	0
"BLZF1"	0
"CCDC181"	0
"SLC19A2"	0
"FAAH"	0
"NSUN4"	0
"TMED5"	0
"DR1"	1
"CNN3"	0
"PRRC2C"	0
"F3"	0
"ABCD3"	0
"VAMP4"	0
"DPH5"	0
"FASLG"	0
"PTBP2"	0
"TNFSF4"	0
"PRDX6"	0
"DARS2"	0
"HSD11B1"	0
"IRF6"	1
"UTP25"	0
"PLPPR4"	0
"RCAN3"	0
"SYF2"	0
"RSRP1"	0
"SLC35A3"	0
"RCOR3"	1
"STMN1"	0
"MTFR1L"	0
"MAN1C1"	0
"NEK2"	0
"RPS6KA1"	0
"DHDDS"	0
"NENF"	0
"NSL1"	0
"PROX1"	1
"ARID1A"	1
"CENPF"	0
"RPA2"	0
"PPP1R8"	0
"STX12"	0
"MTARC2"	0
"OSBPL9"	0
"TXNDC12"	0
"ESYT2"	0
"POLR1G"	0
"MESD"	0
"RCN2"	0
"CHRNB4"	0
"MUC5B"	0
"CTSD"	0
"COLEC11"	0
"STAG1"	1
"STK11"	0
"KMT2A"	1
"IFT46"	0
"KPTN"	0
"RPS25"	0
"KIF14"	0
"TNNT2"	0
"DDX59"	0
"CAMSAP2"	0
"ATF6"	1
"MREG"	0
"FASTKD2"	0
"NRP2"	0
"CREB1"	1
"KLF7"	1
"B4GALT6"	0
"C1orf54"	0
"CA14"	0
"CFAP94"	0
"IRAG2"	0
"ATP10B"	0
"SPCS2"	0
"USP35"	0
"ELOVL4"	0
"FILIP1"	0
"CASP8AP2"	0
"HMGN3"	0
"UBE3D"	0
"CNR1"	0
"ANKRD13C"	0
"SGIP1"	0
"PHF3"	0
"PLAGL1"	1
"FBXO30"	0
"TNFAIP3"	0
"AKAP7"	0
"RAB32"	0
